paper_id;Title;Keywords;Abstract;year;Session;
132;Detection of Reckless Driving using Deep Learning;Transfer_learning, Trajectory_Analysis, Dent_Detection, Rash driving;Reckless driving has always been a major concern for people. Every year it results in collisions and casualties. It is important to develop an automated system that detects reckless driving on highways. In order to overcome this issue, a new Deep Leaning system is designed that detects rash driving and notifies the concerned authority to take necessary action. The proposed system has two main modules: (i) Extracting the trajectory and (ii) Detecting the dents in the vehicle body. Our proposed model demonstrates the promising results in detecting the rash driving. We validated our results using YouTube videos with promising accuracy.;2020;Deep Learning (2) (j21);
133;Deep Learning based Time Series Forecasting;time series, deep learning, forecasting, survey;For decision-makers in the forecasting sector, decision processes like planning of facilities, an optimal day-to-day operation within the domain etc., are complex with several different levels to be considered. These decisions address widely different time horizons and aspects of the system, making it difficult to model. The advent of deep learning in forecasting solved the need for expensive hand-crafted features and deep domain knowledge. The work aims at giving a structure to the existing literature for time-series forecasting in deep learning. Based on the underlying structures of the technique, such as RNN, CNN, and Transformer, we have categorized various deep learning-based time series forecasting techniques and provided a consolidated report. Additionally, we have performed experiments to compare these techniques on 4 different publicly available datasets. Finally, based on these experiments, we provide an intuitive reasoning behind these performances. We believe that this work shall help the researchers in choosing relevant techniques for future research.;2020;Deep Learning (2) (j21);
134;DEAL: Deep Evidential Active Learning for Image Classification;Active Learning, Convolutional Neural Net-works, Deep Learning, Theory of Evidence, Uncertainty;Convolutional Neural Networks (CNNs) have proven to be state-of-the-art models for image classification. However, large labeled data sets are generally needed for the training and validation of such models. In many domains, unlabeled data is available but labeling is expensive, for instance when specific expert knowledge is required. Active Learning (AL) is one approach to mitigate the problem of limited labeled data. Through selecting the most informative and representative data instances for labeling, AL can contribute to more efficient learning of a model. Recent AL methods for CNNs propose different solutions for the selection of such instances. However, they do not perform consistently well and are often computationally expensive. In this paper, we propose a novel AL algorithm that efficiently learns from unlabeled data by capturing high prediction uncertainty. By replacing the softmax standard output of a CNN with the parameters of a Dirichlet density, the model learns to identify data instances that contribute efficiently to improving model performance during training. We demonstrate in several experiments with publicly available data that our method consistently outperforms other state-of-the-art AL approaches. It can be easily implemented and does not require extensive computational resources for training. Additionally, we are able to show the benefits of the approach on the real-world medical use case of pneumonia detection in chest X-ray images. We encourage readers to consult the extended manuscript on the arXiv.;2020;Deep Learning (2) (j21);
135;Resource-aware On-device Deep Learning for Supermarket Hazard Detection;;Supermarkets need to implement safety measures to create a safe environment for shoppers and employees. Many of these injuries, such as falls, are caused by a lack of safety precautions. Such incidents are preventable by timely detection of hazardous conditions such as undesirable objects on supermarket floors. In this paper, we describe EdgeLite, a new lightweight deep learning model specifically designed for local and fast inference on edge devices which have limited memory and compute power. We show how EdgeLite was deployed on three different edge devices for detecting hazards in images of supermarket floors. On our dataset of supermarket floor hazards, EdgeLite outperformed six state-of-the-art object detection models in terms of accuracy when deployed on the three small devices. Our experiments also showed that energy consumption, memory usage, and inference time of EdgeLite were comparable to that of the baseline models. Based on our experiments, we provide recommendations to practitioners for overcoming resource limitations and execution bottlenecks when deploying deep learning models in settings involving resource-constrained hardware.;2020;Deep Learning (2) (j21);
136;Generalization of iterative sampling in autoencoders;Iterative sampling, autoencoders, denoising au-toencoders, reinjection, sampling;Generative autoencoders are designed to model a target distribution with the aim of generating samples and it has also been shown that specific non-generative autoencoders (i.e. contractive and denoising autoencoders) can be turned into generative models using reinjections (i.e. iterative sampling). In this work, we provide mathematical evidence that any autoencoder reproducing the input data with a loss of information can sample from the training distribution using reinjections. More precisely, we prove that the property of modeling a given distribution and sampling from it not only applies to contractive and denoising autoencoders but also to all lossy autoencoders. In accordance with previous results, we emphasize that the reinjection sampling procedure in autoencoders improves the quality of the sampling. We experimentally illustrate the above property by generating synthetic data with non-generative autoencoders trained on standard datasets. We show that the learning curve of a classifier trained with synthetic data is similar to that of a classifier trained with original data.;2020;Deep Learning (2) (j21);
137;Estimating the Effect of General Health Checkup Using Uncertainty Aware Attention of Deep Instrument Variable 2-Stage Network;Attention, uncertainty, interpretability, pruning, instrumental variable, general health check;To prevent diseases and reduce medical spending, many countries conduct general health checks while their effectiveness remains controversial. People voluntarily decide whether to participate in general health checks and, if ignored, this generates an endogeneity problem in the estimation of the effect of general health checks. In econometrics and statistics, instrumental variables are used to tackle this problem but classical approaches are oftentimes limited to capturing simple linear associations and overlook more complex nonlinear relationships among variables. To overcome this problem, we propose deep neural networks with two-stage structure that contains uncertainty aware attention. By using the proposed approach, we can fully leverage meaningful relationships among variables and handle the endogeneity problem while maintaining interpretable characteristics of the model. After the bias correction, we show that the effect of health checks on medical expenses turns out to be small. We also explore a pruning approach where the uncertainty of attention is used as a pruning criterion, which is analogous to the statistical significance in classical statistics. We find that the model performance improves without retraining when the proposed pruning is applied.;2020;Deep Learning (2) (j21);
138;Deduplication of Advertisement Assets Using Deep Learning Ensembles;CNN, Siamese Networks, Image Similarity, SIFT, DenseNets;Creative image deduplication is the process of detecting similar images among digital advertisement assets. We evaluated a novel ensemble of DenseNet based Siamese Network and Scale Invariant Feature Transformation (SIFT) which is able to outperform both individually. Our approach also outperforms a state-of-the-art model on the desired metrics in the adtech world. The evaluation was carried upon the advertisement assets of a major ad-network. Due to the difficulty in acquiring labelled images for the training dataset, we also present a novel strategy for semi-automatically generating labels.;2020;Deep Learning (2) (j21);
139;Predicting Residential Energy Consumption Using Wavelet Decomposition With Deep Neural Network;convolutional neural network, deep neural network, energy consumption prediction, wavelet decomposition;Electricity consumption is accelerating due to economic and population growth. Hence, energy consumption prediction is becoming vital for overall consumption management and infrastructure planning. Recent advances in smart electric meter technology are making high-resolution energy consumption data available. However, many parameters influencing energy consumption are not typically monitored for residential buildings. Therefore, this study's main objective is to develop a data-driven energy consumption forecasting model (next-hour consumption) for residential houses solely based on analyzing electricity consumption data. This research proposes a deep neural network architecture that combines stationary wavelet transform features and convolutional neural networks. The proposed approach utilizes automatically extracted features from smart-meter readings by applying wavelet decomposition, convolution, and pooling operations. This study's findings have demonstrated the advantage of integrating wavelet features with convolutional neural networks to improve forecasting accuracy while automating feature extraction.;2020;Deep Learning (2) (j21);
140;Malware Classification using Recurrence Plots and Deep Neural Network;Malware Classification, Deep Learning, Recurrence Plots, Visualization, Static Analysis;In this paper, we introduce a method for visualizing and classifying malware binaries. A malware binary consists of a series of data points of compiled machine codes that represent programming components. The occurrence and recurrence behavior of these components is determined by the common tasks malware samples in a particular family carry out. Thus, we view a malware binary as a series of emissions generated by an underlying stochastic process and use recurrence plots to transform malware binaries into two-dimensional texture images. We observe that recurrence plot-based malware images have significant visual similarities within the same family and are different from samples in other families. We apply deep CNN classifiers to classify malware samples. The proposed approach does not require creating malware signature or manual feature engineering. Our preliminary experimental results show that the proposed malware representation leads to a higher and more stable accuracy in comparison to directly transforming malware binaries to gray-scale images.;2020;Deep Learning (2) (j21);
141;An Efficient Pipeline for Pruning Convolutional Neural Networks;Network Pruning, Efficient Processing, Convolutional Neural Networks;Network pruning has achieved significant success in compressing and accelerating CNNs. However, the existing three-step iterative pipeline, which includes ranking, pruning, and fine-tuning, is extremely computationally expensive due to the feed-forward and back-propagation operations conducted in both the ranking and fine-tuning steps. In this paper, we present a computationally efficient framework for structured pruning by exploring the potential of leveraging the intermediate results generated during the fine-tuning step to rank the importance of filters and thus converting a three-step pipeline (with precise ranking) to a two-step pipeline (with coarse ranking), resulting in significant savings in computation time while achieving comparable performance in terms of classification accuracy as compared to the state-of-the-art. The proposed method is evaluated with various benchmark architectures and datasets for the image classification task. Experimental results show that the proposed approach can achieve superior performance in computation efficiency while maintaining the same accuracy level. Our approach would largely facilitate pruning practice, especially on resource-constrained platforms.;2020;Deep Learning (2) (j21);
142;Improving the Donor Journey with Convolutional and Recurrent Neural Networks;machine learning, charity, deep learning;Charities are constantly trying to decide what action they should take next with each constituent (person) in their database to encourage a donation. One way to make this decision is to use machine learning to build a model based on constituents' past actions, and use that model to choose which action to take next. This has been done in the past by using a fixed window of a constituent's previous actions, and by using the parameters of the emails involved with each action. Using this method, recurrent neural networks (RNNs) were able to learn a model that could predict donations within $25 of the ground truth for one charity. Building upon this work, we experimented with RNNs and convolutional neural networks (CNNs), as well as with various sized windows of previous actions, adding features describing constituents to the data, and anonymously combining data sets. RNNs showed similar performance, while CNNs dropped the mean squared error for one charity to $16, providing charities with an improved tool to choose actions and email parameters in order to maximize donations.;2020;Deep Learning (2) (j21);
143;Real Time Data Science Decision Tree Approach to Approve Bank Loan from Lawyer's Perspective.;Decision Tree, Data Mining, Loan Processing, Real Time Analysis, Lawyer Perspective;"Information technology, Digital Services using API, Artificial Intelligence, Data Science, Mobile banking, Automation spawn tremendous contribution in the direction of growing the efficiency, increasing huge number of customers, advance eminence customer services to most banking business application processes. With the enhancement in the banking sector lots of people are applying for bank loans Individual, Mortgage Loans, House loans, Apartment loans, Agriculture loans. These days bank managers and lawyers are facing abounding complications to sanction a loan by perceiving previous 30 years of link documents for specific site for house loan. For the most part from lawyer's perspective, to sanction legal approval, he must have to verify all bulk bundles of Registration documents, link connectivity, Identifying miss matches of sale deeds, owner relationships, family member certificates, death certificates, Re-registrations on same land, verifying any Hostage lands previously. In order to do the total procedure, lawyers may grasp three months span of time to extract conclusions by studying all documents based on project cost and litigations based on lands and it may vary according to project capital of Investment. In this project, we are trying to turn down the risk factor, computational time, ill- assorted Registration documents and Cross verification of all edge communications to make decisions to sanction the loan from lawyers, Bank Mangers, legal perspective and approve loan efficiently within stipulated time using decision tree approach of "" Real Time Data Science Decision Tree Approach To Approve Bank Loan From Lawyer Perspective"". we incorporated PHP, Python, XAMPP Web server, HTML, Data Science Decision tree approach to make lawyers decisions for legal approval within fraction of two minutes by entering all the document details into a database. we also incorporated execution results and discussed efficiency of proposed system with multiple scenarios.";2020;SS: Machine Learning Applications in Education (w 10);
144;Product Recommendation System for Supermarket;recommendation system, collaborative filtering, cosine similarity, association rule mining, correlation;Customers who seek the services at supermarkets are subjected to inconsistencies & ambiguities over choosing their desired products from a wide range of products with the closest quality. Meanwhile, supermarkets find it very difficult to satiate the customers' demand. Therefore, proposing a method to analyze the customers' need plays an important role in attracting new and regular customers. The purpose of this study is to formulate a product recommendation system which analyze customers' needs and thus recommend the best products. This system recommends products to the regular customers and to the new customers as well. New customers mean obviously the customers with no purchasing history at the supermarket in question. The system referred to recommends the products to the new customers using up two methods. One method recommends the most popular products while the other method solely focuses on the product description for recommendation. The system recommends the products to the regular customers using up user-based collaborative filtering, item based collaborative filtering and association rule mining. It recommends products to regular customers based on purchasing history and priority ratings given by other users who bought the products. Initially, the recommendation algorithm finds a set of customers who purchased and rated the products that overlap with the user who purchased and rated the products. The algorithm aggregates products from the customers with similar preference and eliminates the products the user has already purchased or rated. The proposed methodology improves the shopping experience of customers by recommending accurately and efficiently the products that are personalized to the need of the customers.;2020;SS: Machine Learning Applications in Education (w 10);
145;Valid Prediction Intervals for Course Grades with Conformal Prediction;Grade prediction, conformal prediction, frequentist coverage, informational efficiency;Conformal prediction is a statistical-learning framework that complements predictions with a reliable measure of confidence [22]. It allows the construction of prediction intervals for any type of regression models under the assumption that the data are exchangeable. Conformal prediction intervals have provably valid frequentist coverage for finite data;2020;SS: Machine Learning Applications in Education (w 10);
146;A Hierarchical Bayesian IRT Analysis of Children's Risk Propensity. ;Bayesian, IRT model, Risk Propensity, Working Memory, Executive Function;The Children's Risk Utility Measure (CRUM) is an interactive, modified version of the Balloon Analogue Risk Task (BART) that is appropriate for young children. This paper utilizes a Bayesian IRT model (an extension of logistic regression) to examine the impact of subject-level characteristics (age, working memory, inhibitory control) and trial-level characteristics (e.g. block, order, etc.) on the performance of children ages 3-6 years on the CRUM. The Bayesian model is especially helpful when performing IRT models-which have many parameters-on small data sets. The order of the trials was not associated with lower difficulty, indicating that children's performance remained steady as the task went on. Working memory performance was negatively associated with children's latent CRUM performance, while high scores on an inhibitory control task were positively related to child's latent CRUM performance. Age and the interaction of age with working memory performance were both negligible effects. The IRT model was an effective way to estimate latent CRUM performance.;2020;SS: Machine Learning Applications in Education (w 10);
147;A Survey of Biometric and Machine Learning Methods for Tracking Students' Attention and Engagement.;Attention, Education, Biometrics, Machine Learning, Automation;"The skills of focusing and paying attention are critical to student learning. According to Piontkowski et al. [40], ""Educators often talk about attention as a general mental state in which the mind focuses on some special feature of the environment. As such, attention is considered essential for learning. It is hard to believe that the student who disregards instruction will benefit from it. Thus, the teacher needs reliable signs of the student's state of attention.""It is challenging, however, for instructors to ascertain signs of student attention in large classrooms with many students. Additional challenges arise in online classrooms, which often limit instructors to watching students' body language in video feeds, where they cannot see, for example, distractions in the students' environment. Biometrics and machine learning approaches can help instructors evaluate their students' level of attentiveness in both physical and online classrooms and introduce appropriate interventions to improve learning outcomes. Although the field of automated attention tracking research is steadily amassing new publications, no survey works have charted the progress of research or encouraged new research. We have filled this gap with this survey of salient works that use biometrics and machine learning to track attention. Specifically, we focus on discussions and analyses of methods that use eye gazing, facial movements and expressions, behavioral biometrics such as body movements, analyses of brainwave signals and psychological states, and multimodal biometrics. We conclude with a discussion of promising future research directions with focus on multimodal biometric techniques.";2020;SS: Machine Learning Applications in Education (w 10);
148;Deep Learning Based Vehicle Detection From Aerial Images;vehicle detection, deep learning, machine learning, image processing;With the help of today's developing technology;2020;SS: Machine Learning Applications in Education (w 10);
149;What are they Reporting? Examining Student Cybersecurity Course Surveys through the Lens of Machine Learning;cybersecurity, digital forensics, course surveys, machine learning, natural language processing (NLP), content-classification, course obstacles, course improvements, course benefits, qualitative analysis, ABET, NSA, DoD, continual course improvement;This paper examines IRB-approved student surveys across five cybersecurity and digital forensics courses during Spring 2020 for the benefit of continual course improvement for regulatory requirements such as the Accreditation Board for Engineering and Technology (ABET) (re)accreditation. There is very little research on qualitative machine-learning based methods for the analysis of student feedback in cybersecurity courses, if any courses. This research fills the literature gap by analyzing the feedback from 114 open-ended surveys across five cybersecurity and digital forensic courses to categorize areas of course improvement. To gain insights into the qualitative survey feedback, we employed term frequency-inverse document frequency (TF-IDF) with a K-Means clustering algorithm on cleaned and pre-processed survey data. This methodology provides more useful insights for curriculum developers than a standard sentiment analysis. The methodology can be further extended to be directly integrated into continual course improvement (e.g. ABET, NSA, DoD, etc.) indicators.;2020;SS: Machine Learning Applications in Education (w 10);
150;Hybrid Approaches for Augmentation of Translation Tables for Indian Languages;Translation Templates, Lexicon augmentation, Pivoting, Clustering, OOV terms;We discuss approaches for improving bilingual lexicon coverage by automatically suggesting translations for Out-Of-Vocabulary (OOV) terms, employing existing validated bilingual lexicon entries. Resource poor languages such as Hindi, Konkani and Sanskrit characterized by highly inflectional morphology were employed in our experiments. Known surface translations are mined for morphological similarities and bilingual morphemes thus learnt are used in suggesting word-word and phrase translations. Also, word-word translations are generated for the language pair Hindi-Sanskrit by pivoting bilingual stems and suffixes, with Konkani and English as bridge language, former a morphologically rich language while latter morphologically poor.;2020;Forecasting in Time Series (i9);
151;Effects of Number of Filters of Convolutional Layers on Speech Recognition Model Accuracy;End-to-End Approach, Convolutional Neural Networks (CNN), Number of Filters, Sound-2-Vector Embedding (Convolutional Embedding), Light Model Weight;Inspired by the progress of the End-to-End approach [1], this paper systematically studies the effects of Number of Filters of convolutional layers on the model prediction accuracy of CNN+RNN (Convolutional Neural Networks adding to Recurrent Neural Networks) for ASR Models (Automatic Speech Recognition). Experimental results show that only when the CNN Number of Filters exceeds a certain threshold value is adding CNN to RNN able to improve the performance of the CNN+RNN speech recognition model, otherwise some parameter ranges of CNN can render it useless to add the CNN to the RNN model. Our results show a strong dependency of word accuracy on the Number of Filters of convolutional layers. Based on the experimental results, the paper suggests a possible hypothesis of Sound-2-Vector Embedding to explain the above observations.Based on this Embedding hypothesis and the optimization of parameters, the paper develops an End-to-End speech recognition system which has a high word accuracy but also has a light model-weight. The developed LVCSR (Large Vocabulary Continuous Speech Recognition) model has achieved quite a high word accuracy of 90.2% only by its Acoustic Model alone, without any assistance from intermediate phonetic representation and any Language Model. Its acoustic model contains only 4.4 million weight parameters, compared to the 35~68 million acoustic-model weight parameters in DeepSpeech2 [2] (one of the top state-of-the-art LVCSR models) which can achieve a word accuracy of 91.5%. The light-weighted model is good for improving the transcribing computing efficiency and also useful for mobile devices, Driverless Vehicles, and many potential applications requiring light-weighted high-accuracy LVCSR model. Our model weight is reduced to ~10% the size of DeepSpeech2, but our model accuracy remains close to that of DeepSpeech2. If combined with a Language Model, our LVCSR system is able to achieve 91.5% word accuracy.;2020;SS: Machine Learning for Natural Language Processing (q12);
152;SummaTRIZ : Summarization Networks for Mining Patent Contradiction;Summary, patent contradiction, BERT, Deep learning, TRIZ;TRIZ theory is considered as a kind of innovative theory, which mainly functions in solving contradiction and aims to improve engineers creativity. It may reason on different support such as web and scientific documents. Most of the current knowledge, especially in industrial domains lies in patents. They are, nevertheless, an underused resource because of their complexity, their length and the need of domain knowledge to make use of patent. In this paper, we introduce an innovative application of deep learning to mine knowledge from patents. We show that our summarization based approach, called SummaTRIZ 1, enables the extraction of these contradictions essential for TRIZ problem solving engine. A BERT based summarization approach is introduced to retain contradiction sentences. Our approach is experimentally evaluated on a real data set showing the performance of SummaTRIZ.;2020;SS: Machine Learning for Natural Language Processing (q12);
153;Towards Hybrid Model for Automatic Text Summarization;Extractive Summary, Recurrent Neural Network, Abstractive Summary, Pointer Generator Network;The overflowing of textual data on the web needs an efficient tool that is able to manage and process data. In this context, automatic text summarization has shown a great importance in several application areas. It aims to create a coherent and fluent short version of a document while preserving of the main information. This method allows for a reduction in reading time by condensing relevant information from a large collection of documents. Several automatic text summarization approaches have been proposed in order to entail shorten parts of the document. These methods have good results, but they still need improvements related to the reliability of sentences extraction, redundancy, semantic relationships between sentences, etc. This paper introduces a new hybrid architecture, combining a 2-layer recurrent neural network (RNN) extractive model and a sequence-to-sequence attentional abstractive model. This method uses the advantages of both extractive and abstractive approaches. A given text is first fed into the extractive model to obtain its relevant content, then generalized using the abstractive model, resulting in the text's summary. First experimental results on real-world data show that the proposed model can achieve competitive results for extractive, abstractive and hybrid models.;2020;SS: Machine Learning for Natural Language Processing (q12);
154;Subword Contextual Embeddings for Languages with Rich Morphology;transfer learning, deep learning, nlp, named entity recognition;Morphological information is important for many sequence labeling tasks in Natural Language Processing (NLP). Yet, existing approaches rely heavily on manual annotations or external software to capture this information. In this study, we propose using subword contextual embeddings for languages with rich morphology. Evaluated on Dependency Parsing (DEP) and Named Entity Recognition (NER) tasks, which are shown to benefit highly from morphological information, subword contextual embeddings consistently outperformed other approaches on all languages tested (Hungarian, Finnish, Czech and Turkish). Our proposed method enables achieving state-of-the-art results with little annotation requirements compared to the previous work. Besides, the novel network architecture we propose, coupled with a Bayesian hyperparameter optimization suite, achieved state-of-the-art results for both tasks for the Turkish language. Finally, we experimented with different multi-task learning architectures to analyze the effect of jointly learning the two tasks.;2020;SS: Machine Learning for Natural Language Processing (q12);
155;Main Content Extraction from Web Pages;Web mining, text mining, clustering methods;The extraction of the main content of a web page is a major issue in text mining. It provides less noisy input content prior to fine grained natural language processing methods. We present an unsupervised learning method to extract the main textual content of a web page. It relies on three stages: a clustering step of text blocks within a single web page, a phase of selection of the clusters associated with the main content, and a classification phase carried out on the data labeled by the two previous steps. The overall method allows to extract the main content at scale since it is fully unsupervised and the complexity at prediction time is low. Experiments are conducted to validate the generalization of the classifier and the quality of the obtained results.;2020;SS: Machine Learning for Natural Language Processing (q12);
156;An Investigation of Fine-tuning Pre-trained Model for MR-to-Text Generation;Natural Language Generation, Pre-trained Model, Meaning Representation;Natural Language Generation (NLG) task is to generate natural language given structured data, like Meaning Representations (MRs). The generated sentences are supposed to convey all the information in MRs and be fluent and realistic as human written. The constantly emerging pre-trained models push the state-of-the-art performance of various Natural Language Processing tasks to a new level. The common practice of fine-tuning pre-trained language models for NLG is to regard it as a text-to-text generation task. That is, MRs are converted into graph structures, then the graphs are linearized as text sequences, during which lots of pre-processing and post-processing work are required. We explore different methods to organize the MRs and show that just linearizing the information in MRs achieve decent results, while complex annotation process can be omitted. Under the circumstances, further experiments demonstrate that the fine-tuned pre-trained model achieves comparable results with state-of-the-art models on the RNNLG dataset.;2020;SS: Machine Learning for Natural Language Processing (q12);
157;Toxic Comment Classification For French Online Comments;text classification, NLP, text mining, toxic text classification;In this paper, we propose a supervised approach for toxic comment classification for French language. We choose a set of features proposed for toxic comment detection for English and use it for French toxic comment detection. Our approach is based on N-gram features, linguistic features and a dictionary of insulting words and expressions. We obtain a F1-score of 78% with N-grams, linguistic and lexicon features, a precision of 87% with N-gram features and a recall of 83% with N-gram, linguistic and lexicon features. Classifier used are linear SVM and decision tree.;2020;SS: Machine Learning for Natural Language Processing (q12);
158;DeL-haTE: A Deep Learning Tunable Ensemble for Hate Speech Detection;ensemble classifier, transfer learning, weak supervision, hate speech detection;Online hate speech on social media has become a fast-growing problem in recent times. Nefarious groups have developed large content delivery networks across several mainstream (Twitter and Facebook) and fringe outlets (Gab, 4chan, 8chan, etc.) to deliver cascades of hate messages directed both at individuals and communities. Thus addressing these issues has become a top priority for large-scale social media outlets. Three key challenges in automated detection and classification of hateful content are the lack of clearly labeled data, evolving vocabulary and lexicon - hashtags, emojis, etc - and the lack of baseline models for fringe outlets such as Gab. In this work, we propose a novel framework with three major contributions. (a) We engineer an ensemble of deep learning models that combines the strengths of state-of-the-art approaches, (b) we incorporate a tuning factor into this framework that leverages transfer learning to conduct automated hate speech classification on unlabeled datasets, like Gab, and (c) we develop a weak supervised learning methodology that allows our framework to train on unlabeled data. Our ensemble models achieve an 83% hate recall on the HON dataset, surpassing the performance of the state of the art deep models. We demonstrate that weak supervised training in combination with classifier tuning significantly increases model performance on unlabeled data from Gab, achieving a hate recall of 67%.;2020;SS: Machine Learning for Natural Language Processing (q12);
159;Sequential Transfer Learning for Event Detection and Key Sentence Extraction;transfer learning, pre-trained language models, neural networks, event detection;Sequential transfer learning (STL) techniques aim to improve learning in the target task by leveraging knowledge from a related domain using pre-trained representations. Approaches based on these techniques have achieved state-of-the-art results on a wide range of natural language processing (NLP) tasks. In the context of event detection and key sentence extraction, we propose to explore STL-based techniques using the last generation of pre-trained language representations, namely, ALBERT, BERT, DistilBERT, ELECTRA, OpenAI GPT2, RoBERTa and, XLNet. Experiments are conducted as a part of our contribution to the CLEF 2019 ProtestNews Track, which aims to classify and identify protest events in English-language news from India and China. Averaged results show that a STL-based method with OpenAI GPT2 outperforms prevailing methods in this domain by achieving better performance across event detection and key sentence extraction tasks. In addition, OpenAI GPT2 also obtains the best results on the majority of datasets tested in comparison to the best system presented during the CLEF 2019 ProtestNews challenge.;2020;SS: Machine Learning for Natural Language Processing (q12);
160;Understanding Fairness of Gender Classification Algorithms Across Gender-Race Groups;Fairness and Bias in AI, Facial Analysis, Gender Classification, Soft Biometrics, Usability and Human Interaction;Automated gender classification has important applications in many domains, such as demographic research, law enforcement, online advertising, as well as human-computer interaction. Recent research has questioned the fairness of this technology across gender and race. Specifically, the majority of the studies raised the concern of higher error rates of the face-based gender classification system for darker-skinned people like African-American and for women. However, to date, the majority of existing studies were limited to African-American and Caucasian only. The aim of this paper is to investigate the differential performance of the gender classification algorithms across gender-race groups. To this aim, we investigate the impact of (a) architectural differences in the deep learning algorithms and (b) training set imbalance, as a potential source of bias causing differential performance across gender and race. Experimental investigations are conducted on two latest large-scale publicly available facial attribute datasets, namely, UTKFace and FairFace. The experimental results suggested that the algorithms with architectural differences varied in performance with consistency towards specific gender-race groups. For instance, for all the algorithms used, Black females (Black race in general) always obtained the least accuracy rates. Middle Eastern males and Latino females obtained higher accuracy rates most of the time. Training set imbalance further widens the gap in the unequal accuracy rates across all gender-race groups. Further investigations using facial landmarks suggested that facial morphological differences due to the bone structure influenced by genetic and environmental factors could be the cause of the least performance of Black females and Black race, in general.;2020;SS: Emerging ML Based Techniques in Securing Users’ Identity (p5) (Merged with Special Session on Machine and Deep Learning in Cyber Security and Privacy Issues);
161;BWCFace: Open-set Face Recognition using Body-worn Camera;Face Recognition, Body-worn Camera, Deep Learning, Person Identification;With computer vision reaching an inflection point in the past decade, face recognition technology has become pervasive in policing, intelligence gathering, and consumer applications. Recently, face recognition technology has been deployed on body-worn cameras to keep officers safe, enabling situational awareness and providing evidence for trial. However, limited academic research has been conducted on this topic using traditional techniques on datasets with small sample size. This paper aims to bridge the gap in the state-of-the-art face recognition using body-worn cameras (BWC). To this aim, the contribution of this work is two-fold: (1) collection of a dataset called BWCFace consisting of a total of 178K facial images of 132 subjects captured using the body-worn camera in in-door and daylight conditions, and (2) open-set evaluation of the latest deep-learning-based Convolutional Neural Network (CNN) architectures combined with five different loss functions for face identification, on the collected dataset. Experimental results on our BWCFace dataset suggest a maximum of 33.89% Rank-1 accuracy obtained when facial features are extracted using SENet-50 trained on a large scale VGGFace2 facial image dataset. However, performance improved up to a maximum of 99.00% Rank-1 accuracy when pretrained CNN models are fine-tuned on a subset of identities in our BWCFace dataset. Equivalent performances were obtained across body-worn camera sensor models used in existing face datasets. The collected BWCFace dataset and the pretrained/ fine-tuned algorithms are publicly available to promote further research and development in this area. A downloadable link of this dataset and the algorithms is available by contacting the authors.;2020;SS: Emerging ML Based Techniques in Securing Users’ Identity (p5) (Merged with Special Session on Machine and Deep Learning in Cyber Security and Privacy Issues);
162;AARef: Exploiting Authorship Identifiers of Micro-Messages with Refinement Blocks;Convolutional Neural Networks, Authorship Attribution, Author Identification, Identity Mapping;With the rise of web-based social networking, a great many short texts/micro-messages are exchanged daily. Although short texts/micro-messages are a powerful and efficient way to communicate among individuals, their anonymity and short-length attributes give rise to a real challenge for Author Identifi-cation studies. In this paper, we tackle the Author Identification of short texts problem via Convolutional Neural Networks (CNNs). Specifically, we present a novel Multi-Channel CNN architecture that processes different features of text via word, character, and parts of speech (POS) embeddings. We examine the usefulness of different feature types and show that the combination of embeddings can capture different stylometric features. In addition, we add an identity mapping block in the convolutional layer to preserve the maximum amount of information from features. Extensive experiments with a variety number of authors and writing samples per author were conducted using our proposed architecture. Based on the experiments, our proposed method outperforms the state-of-the-art system on a large Twitter dataset.;2020;SS: Emerging ML Based Techniques in Securing Users’ Identity (p5) (Merged with Special Session on Machine and Deep Learning in Cyber Security and Privacy Issues);
163;Evaluation of Local Binary Pattern Algorithm for User Authentication with Face Biometric;Local Binary Pattern, authentication, biometrics, face biometrics, facial recognition, classification methods, WebID;In the ever-changing world of computer security and user authentication, the username/password standard is becoming increasingly outdated. Using the same username and password across multiple accounts and websites leaves a user open to vulnerabilities, and the need to remember multiple usernames and passwords feels very unnecessary in the current digital age. Authentication methods of the future need to be reliable and fast, while maintaining the ability to provide secure access. Augmenting traditional username-password standard with face biometric is proposed in the literature to enhance the user authentication. However, this technique still needs an extensive evaluation study to show how reliable and effective it will be under different settings. Local Binary Pattern (LBP) is a discrete yet powerful texture classification scheme, which works particularly well with image classification for facial recognition. The system proposed here strives to examine and test various LBP configurations to determine their image classification accuracy. The most favorable configurations of LBP should be examined as a potential way to augment the current username and password standard by increasing their security with facial biometrics.;2020;SS: Emerging ML Based Techniques in Securing Users’ Identity (p5) (Merged with Special Session on Machine and Deep Learning in Cyber Security and Privacy Issues);
164;Using Graph Embeddings and Machine Learning to Detect Cryptography Misuse in Source Code;Cryptographic Misuse, Machine Learning, Misuse Classification, Graph Embeddings, Bag of Graphs;Cryptography is an essential aspect of software development. Nevertheless, software developers have limited knowledge of cryptography primitives, and support tools are limited. In this work, we present a comparison between graph embedding techniques, node2vec and Bag of Graphs, as embedding generators of source code graph representations. We combined these techniques with machine learning models in order to detect cryptography misuses in source codes. We show that Bag of Graphs outperforms node2vec in this task;2020;SS: Emerging ML Based Techniques in Securing Users’ Identity (p5) (Merged with Special Session on Machine and Deep Learning in Cyber Security and Privacy Issues);
